value,distance
1,0.0000000000000002220446049250313
1.0905077326652577,0.0000000000000002220446049250313
1.189207115002721,0.0000000000000002220446049250313
1.2968395546510096,0.0000000000000002220446049250313
1.4142135623730951,0.0000000000000002220446049250313
1.542210825407941,0.0000000000000002220446049250313
1.6817928305074292,0.0000000000000002220446049250313
1.8340080864093427,0.0000000000000002220446049250313
2.0000000000000004,0.0000000000000004440892098500626
2.181015465330516,0.0000000000000004440892098500626
2.378414230005443,0.0000000000000004440892098500626
2.59367910930202,0.0000000000000004440892098500626
2.828427124746191,0.0000000000000004440892098500626
3.084421650815883,0.0000000000000004440892098500626
3.3635856610148593,0.0000000000000004440892098500626
3.668016172818686,0.0000000000000004440892098500626
4.000000000000002,0.0000000000000008881784197001252
4.3620309306610325,0.0000000000000008881784197001252
4.756828460010887,0.0000000000000008881784197001252
5.187358218604041,0.0000000000000008881784197001252
5.656854249492383,0.0000000000000008881784197001252
6.1688433016317665,0.0000000000000008881784197001252
6.7271713220297205,0.0000000000000008881784197001252
7.336032345637374,0.0000000000000008881784197001252
8.000000000000005,0.0000000000000017763568394002505
8.724061861322067,0.0000000000000017763568394002505
9.513656920021775,0.0000000000000017763568394002505
10.374716437208084,0.0000000000000017763568394002505
11.313708498984768,0.0000000000000017763568394002505
12.337686603263535,0.0000000000000017763568394002505
13.454342644059443,0.0000000000000017763568394002505
14.672064691274752,0.0000000000000017763568394002505
16.000000000000014,0.000000000000003552713678800501
17.448123722644137,0.000000000000003552713678800501
19.027313840043554,0.000000000000003552713678800501
20.749432874416176,0.000000000000003552713678800501
22.627416997969544,0.000000000000003552713678800501
24.67537320652708,0.000000000000003552713678800501
26.908685288118896,0.000000000000003552713678800501
29.344129382549514,0.000000000000003552713678800501
32.000000000000036,0.000000000000007105427357601002
34.89624744528828,0.000000000000007105427357601002
38.054627680087115,0.000000000000007105427357601002
41.49886574883236,0.000000000000007105427357601002
45.254833995939094,0.000000000000007105427357601002
49.35074641305417,0.000000000000007105427357601002
53.8173705762378,0.000000000000007105427357601002
58.688258765099036,0.000000000000007105427357601002
64.00000000000009,0.000000000000014210854715202004
69.79249489057659,0.000000000000014210854715202004
76.10925536017426,0.000000000000014210854715202004
82.99773149766474,0.000000000000014210854715202004
90.50966799187822,0.000000000000014210854715202004
98.70149282610836,0.000000000000014210854715202004
107.63474115247563,0.000000000000014210854715202004
117.3765175301981,0.000000000000014210854715202004
128.0000000000002,0.00000000000002842170943040401
139.5849897811532,0.00000000000002842170943040401
152.21851072034855,0.00000000000002842170943040401
165.99546299532952,0.00000000000002842170943040401
181.0193359837565,0.00000000000002842170943040401
197.40298565221678,0.00000000000002842170943040401
215.2694823049513,0.00000000000002842170943040401
234.75303506039626,0.00000000000002842170943040401
256.00000000000045,0.00000000000005684341886080802
279.1699795623065,0.00000000000005684341886080802
304.43702144069715,0.00000000000005684341886080802
331.9909259906591,0.00000000000005684341886080802
362.03867196751304,0.00000000000005684341886080802
394.8059713044336,0.00000000000005684341886080802
430.5389646099027,0.00000000000005684341886080802
469.5060701207926,0.00000000000005684341886080802
512.000000000001,0.00000000000011368683772161603
558.3399591246131,0.00000000000011368683772161603
608.8740428813944,0.00000000000011368683772161603
663.9818519813183,0.00000000000011368683772161603
724.0773439350262,0.00000000000011368683772161603
789.6119426088674,0.00000000000011368683772161603
861.0779292198056,0.00000000000011368683772161603
939.0121402415855,0.00000000000011368683772161603
1024.0000000000023,0.00000000000022737367544323206
1116.6799182492264,0.00000000000022737367544323206
1217.748085762789,0.00000000000022737367544323206
1327.9637039626368,0.00000000000022737367544323206
1448.1546878700526,0.00000000000022737367544323206
1579.223885217735,0.00000000000022737367544323206
1722.1558584396114,0.00000000000022737367544323206
1878.0242804831712,0.00000000000022737367544323206
2048.000000000005,0.0000000000004547473508864641
2233.359836498453,0.0000000000004547473508864641
2435.496171525579,0.0000000000004547473508864641
2655.9274079252746,0.0000000000004547473508864641
2896.309375740106,0.0000000000004547473508864641
3158.447770435471,0.0000000000004547473508864641
3444.3117168792237,0.0000000000004547473508864641
3756.0485609663433,0.0000000000004547473508864641
4096.000000000011,0.0000000000009094947017729282
4466.719672996907,0.0000000000009094947017729282
4870.992343051159,0.0000000000009094947017729282
5311.85481585055,0.0000000000009094947017729282
5792.618751480213,0.0000000000009094947017729282
6316.8955408709435,0.0000000000009094947017729282
6888.623433758449,0.0000000000009094947017729282
7512.097121932688,0.0000000000009094947017729282
8192.000000000024,0.0000000000018189894035458565
8933.439345993816,0.0000000000018189894035458565
9741.98468610232,0.0000000000018189894035458565
10623.709631701104,0.0000000000018189894035458565
11585.23750296043,0.0000000000018189894035458565
12633.79108174189,0.0000000000018189894035458565
13777.246867516902,0.0000000000018189894035458565
15024.19424386538,0.0000000000018189894035458565
16384.00000000005,0.000000000003637978807091713
17866.878691987637,0.000000000003637978807091713
19483.969372204643,0.000000000003637978807091713
21247.41926340221,0.000000000003637978807091713
23170.475005920864,0.000000000003637978807091713
25267.582163483785,0.000000000003637978807091713
27554.493735033808,0.000000000003637978807091713
30048.388487730765,0.000000000003637978807091713
32768.00000000011,0.000000000007275957614183426
35733.75738397528,0.000000000007275957614183426
38967.93874440929,0.000000000007275957614183426
42494.83852680443,0.000000000007275957614183426
46340.950011841735,0.000000000007275957614183426
